Id,Function,threads,gpus,P,Q,mtxfmt,nb,m,n,lda,seedA,bump,tsub,time,gflops
0,sgetrf_nopiv,32,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.616491e+02,4.124128e+03
0,sgetrf_nopiv,24,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,3.740774e+01,1.782149e+04
0,sgetrf_nopiv,15,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.344183e+02,4.959604e+03
0,sgetrf_nopiv,7,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,2.251888e+01,2.960457e+04
0,sgetrf_nopiv,15,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.318001e+02,5.058128e+03
0,sgetrf_nopiv,32,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,6.471046e+01,1.030222e+04
0,sgetrf_nopiv,16,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.491480e+02,4.469799e+03
0,sgetrf_nopiv,7,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,3.060240e+01,2.178462e+04
0,sgetrf_nopiv,7,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,2.239648e+01,2.976636e+04
0,sgetrf_nopiv,32,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.523343e+02,4.376308e+03
0,sgetrf_nopiv,8,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.298749e+02,5.133106e+03
0,sgetrf_nopiv,31,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.299997e+02,5.128178e+03
0,sgetrf_nopiv,8,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,5.699796e+01,1.169624e+04
0,sgetrf_nopiv,16,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,5.930721e+01,1.124082e+04
0,sgetrf_nopiv,15,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,5.773347e+01,1.154723e+04
0,sgetrf_nopiv,32,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,3.668691e+01,1.817165e+04
0,sgetrf_nopiv,32,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.592811e+02,4.185442e+03
0,sgetrf_nopiv,32,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,4.143758e+01,1.608834e+04
0,sgetrf_nopiv,23,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,2.224937e+01,2.996317e+04
0,sgetrf_nopiv,7,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,2.916607e+01,2.285744e+04
0,sgetrf_nopiv,16,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,6.005111e+01,1.110157e+04
0,sgetrf_nopiv,8,1,1,1,0,1024,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,1.312471e+02,5.079440e+03
0,sgetrf_nopiv,31,1,1,1,0,4096,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,3.757354e+01,1.774285e+04
0,sgetrf_nopiv,15,1,1,1,0,2048,100000,100000,100000,846930886,0.000000e+00,0.000000e+00,5.826708e+01,1.144148e+04
