NCPU,NGPU,N,NB,t
8 1 65536 512 148.431535
8 1 65536 512 148.688603
8 1 65536 512 149.577327
8 1 65536 512 148.260859
8 1 65536 512 149.262245
8 1 65536 512 148.370000
8 1 65536 512 147.719501
8 1 65536 512 149.435343
8 1 65536 512 147.367571
8 1 65536 512 148.043173
8 1 65536 1024 15.568282
8 1 65536 1024 15.124620
8 1 65536 1024 15.109201
8 1 65536 1024 15.215150
8 1 65536 1024 15.276882
8 1 65536 1024 15.170533
8 1 65536 1024 14.984083
8 1 65536 1024 14.761651
8 1 65536 1024 15.623945
8 1 65536 1024 15.493149
8 1 65536 2048 29.230254
8 1 65536 2048 11.251252
8 1 65536 2048 11.245171
8 1 65536 2048 11.238415
8 1 65536 2048 11.360773
8 1 65536 2048 11.186974
8 1 65536 2048 11.009063
8 1 65536 2048 10.918530
8 1 65536 2048 11.062912
8 1 65536 2048 10.993562
8 1 65536 4096 100.906468
8 1 65536 4096 31.892475
8 1 65536 4096 31.659277
8 1 65536 4096 31.516893
8 1 65536 4096 31.246621
8 1 65536 4096 31.512582
8 1 65536 4096 31.542468
8 1 65536 4096 31.882921
8 1 65536 4096 31.421343
8 1 65536 4096 31.413966
